Var1,Var2,First_D_E_position,uH,R_count,H_count,K_count
S000001360,YIL098C,2,0.64,0,0,0
S000001361,YIL099W,26,0.121787577061013,1,0,2
S000001362,YIL100W,6,0.0722808597835503,0,0,0
S000001363,YIL101C,11,0.234464387167805,0,0,1
S000001364,YIL102C,5,0.62326434139405,0,0,1
S000001365,YIL103W,6,0.0472588008897675,0,0,0
S000001366,YIL104C,11,0.0118582973797397,1,0,0
S000001367,YIL105C,13,0.115676887902152,0,0,1
S000001368,YIL106W,62,0.241199451131286,2,1,1
S000001369,YIL107C,6,0.715794234270944,0,0,1
S000001370,YIL108W,6,0.249214000742576,0,0,1
S000001371,YIL109C,34,0.199281523864272,1,2,2
S000001372,YIL110W,11,0.0561591881443889,0,0,0
S000001373,YIL111W,30,0.169123443926817,3,0,3
S000001374,YIL112W,3,0.54574956266191,0,0,0
S000001375,YIL113W,29,0.280864361099507,2,0,1
S000001376,YIL114C,8,0.687728368462588,1,0,0
S000001377,YIL115C,6,0.409357736681553,0,0,1
S000001378,YIL116W,4,0.318556520587113,0,0,0
S000001379,YIL117C,68,0.199903833364954,1,0,2
S000001380,YIL118W,16,0.265497525149218,0,0,1
S000001381,YIL119C,4,0.151656013831156,0,0,0
S000001382,YIL120W,17,0.250873301586256,1,0,2
S000001383,YIL121W,11,0.471100719143986,1,0,0
S000001384,YIL122W,4,0.690819740074139,0,0,1
S000001385,YIL123W,24,0.0779435961181208,0,1,1
S000001386,YIL124W,3,0.347134174396033,0,0,0
S000001387,YIL125W,42,0.118032596694725,3,0,3
S000001388,YIL126W,4,0.618664424340153,0,0,0
S000001389,YIL127C,50,0.151261862601544,0,0,2
S000001390,YIL128W,4,0.181156922445698,0,0,0
S000001391,YIL129C,12,0.462634694549977,2,0,0
S000001392,YIL130W,3,0.315169652691356,0,0,0
S000001393,YIL131C,7,0.438344249338821,1,0,0
S000001394,YIL132C,2,0.64,0,0,0
S000001395,YIL133C,4,0.220526140658604,0,0,0
S000001396,YIL134W,3,0.586324007235966,0,0,0
S000001397,YIL135C,2,0.64,0,0,0
S000001398,YIL136W,24,0.105365383499652,2,0,0
S000001399,YIL137C,3,0.347134174396033,0,0,0
S000001400,YIL138C,2,0.64,0,0,0
S000001401,YIL139C,6,0.874660813961714,1,0,0
S000001402,YIL140W,26,0.0704637401410828,0,1,0
S000001403,YIL141W,9,0.321013699971459,1,0,0
S000001404,YIL142W,8,0.240433648434505,0,0,0
S000001405,YIL143C,3,0.325274300925651,0,0,0
S000001406,YIL144W,8,0.175381340456332,0,0,0
S000001407,YIL145C,8,0.612029436247769,0,1,1
S000001408,YIL146C,4,0.305829939277158,0,0,0
S000001409,YIL147C,10,0.0861882103959342,1,0,1
S000001410,YIL148W,16,0.179873656330616,0,0,2
S000001411,YIL149C,2,0.64,0,0,0
S000001412,YIL150C,3,0.54574956266191,0,0,0
S000001413,YIL151C,3,0.586324007235966,0,0,0
S000001414,YIL152W,13,0.19803583770919,2,1,1
S000001415,YIL153W,4,0.220526140658604,0,0,0
S000001416,YIL154C,11,0.167236119915544,0,0,2
S000001417,YIL155C,31,0.148648363071875,3,0,0
S000001418,YIL156W,3,0.586324007235966,0,0,0
S000001419,YIL157C,43,0.287741460639608,2,1,3
S000001420,YIL158W,37,0.0723147934523713,0,0,1
S000001421,YIL159W,2,0.64,0,0,0
S000001422,YIL160C,10,0.325492703446318,1,0,1
S000001423,YIL161W,2,0.64,0,0,0
S000001424,YIL162W,24,0.194712991081473,0,0,1
S000001425,YIL163C,8,0.325007212890782,2,0,1
S000001426,YIL164C,20,0.189167785571105,0,1,2
S000001427,YIL165C,7,0.533781821456751,0,0,1
S000001428,YIL166C,6,0.417647680393657,0,0,1
S000001429,YIL167W,2,0.64,0,0,0
S000001430,YIL168W,2,0.64,0,0,0
S000001431,YIL169C,57,0.16135630933031,1,0,1
S000001432,YIL170W,24,0.206345323117375,0,0,1
S000001433,YIL171W,11,0.218907991330782,0,0,0
S000001434,YIL172C,9,0.134850857873681,0,1,0
S000001435,YIL173W,22,0.225409653257294,1,0,0
S000001436,YIL174W,11,0.395933919916419,1,0,0
S000001437,YIL175W,7,0.683982948656921,1,0,2
S000001438,YIL176C,28,0.0418330936818677,0,0,1
S000001439,YIL177C,5,0.428039640431127,0,0,1
S000001440,YIR001C,4,0.491455634844472,0,0,0
S000001441,YIR002C,5,0.255119928377188,0,0,0
S000001442,YIR003W,4,0.269512815818684,0,0,0
S000001443,YIR004W,4,0.305829939277158,0,0,0
S000001444,YIR005W,9,0.474343118716207,0,0,1
S000001445,YIR006C,234,0.100125438389901,0,0,0
S000001446,YIR007W,10,0.145686867321572,0,1,1
S000001447,YIR008C,14,0.198136190832273,0,0,1
S000001448,YIR009W,3,0.586324007235966,0,0,0
S000001449,YIR010W,4,0.220526140658604,0,0,0
S000001450,YIR011C,5,0.221909364956502,0,0,0
S000001451,YIR012W,2,0.64,0,0,0
S000001452,YIR013C,29,0.170059398408925,0,0,3
S000001453,YIR014W,5,0.350159841900742,0,1,0
S000001454,YIR015W,13,0.18463081219112,0,1,4
S000001455,YIR016W,15,0.284217611507552,1,0,0
S000001456,YIR017C,8,0.29791454655312,0,0,1
S000001457,YIR018W,10,0.168860987625726,0,0,2
S000001458,YIR019C,33,0.223920251104641,2,0,0
S000001459,YIR020C,48,0.280821403632644,2,0,2
S000001460,YIR021W,15,0.454515237358408,1,0,1
S000001461,YIR022W,6,0.377267648825243,1,0,0
S000001462,YIR023W,2,0.64,0,0,0
S000001463,YIR024C,41,0.0385750256186738,4,0,1
S000001464,YIR025W,7,0.991566558381313,2,0,0
S000001465,YIR026C,9,0.256182339835047,0,0,0
S000001466,YIR027C,9,0.313594294079075,0,0,0
S000001467,YIR028W,4,0.513239649052482,0,0,0
S000001468,YIR029W,8,0.430781500063264,0,0,1
S000001469,YIR030C,2,0.64,0,0,0
S000001470,YIR031C,7,0.309172626520827,0,0,1
S000001471,YIR032C,7,0.314879748910838,0,0,0
S000001472,YIR033W,6,0.211707371935465,0,0,0
S000001473,YIR034C,11,0.237956618936285,1,1,0
S000001474,YIR035C,20,0.188821924548616,1,0,2
S000001475,YIR036C,24,0.148025190242585,1,0,2
S000001476,YIR037W,3,0.347134174396033,0,0,0
S000001477,YIR038C,12,0.0897328991854274,0,1,1
S000001478,YIR039C,37,0.195383715446066,0,0,1
S000001479,YIR040C,2,0.64,0,0,0
S000001480,YIR041W,31,0.0788205005117278,0,0,1
S000001481,YIR042C,10,0.19154176180793,0,0,0
S000001482,YIR043C,3,0.865015101186174,0,0,1
S000001483,YIR044C,3,0.865015101186174,0,0,1
S000001484,YKL001C,14,0.12164904960488,0,1,0
S000001485,YKL002W,5,0.402585552364558,0,0,0
S000001486,YKL003C,4,0.338402604406501,0,0,0
S000001487,YKL004W,12,0.529400988906992,1,0,0
S000001488,YKL005C,18,0.399136022274109,2,0,2
S000001489,YKL006W,4,0.245294199928429,0,0,0
S000001490,YKL007W,7,0.221121677167441,0,0,1
S000001491,YKL008C,29,0.142370925924439,4,0,4
S000001492,YKL009W,16,0.220650620245531,2,0,2
S000001493,YKL010C,3,0.347134174396033,0,0,0
S000001494,YKL011C,14,0.138053141649484,0,0,2
S000001495,YKL012W,6,0.541041480655443,0,0,1
S000001496,YKL013C,17,0.454596483625674,2,0,0
S000001497,YKL014C,6,0.222674415143327,0,1,0
S000001498,YKL015W,4,0.402332780049139,0,0,0
S000001499,YKL016C,12,0.439237681558172,0,0,2
S000001500,YKL017C,4,0.733276015695696,0,0,1
S000001501,YKL018W,24,0.0940470547245332,0,1,4
S000001502,YKL019W,2,0.64,0,0,0
S000001503,YKL020C,23,0.220579252813746,0,2,0
S000001504,YKL021C,25,0.245347626046405,1,0,3
S000001505,YKL022C,47,0.114724522156604,0,2,4
S000001506,YKL023W,4,0.733276015695696,0,0,1
S000001507,YKL024C,14,0.132629402583958,0,0,0
S000001508,YKL025C,2,0.64,0,0,0
S000001509,YKL026C,3,0.574680175685054,0,0,0
S000001510,YKL027W,3,0.586324007235966,0,0,0
S000001511,YKL028W,2,0.64,0,0,0
S000001512,YKL029C,53,0.0918446345308274,7,0,0
S000001513,YKL030W,81,0.0680413683921432,0,0,0
S000001514,YKL031W,4,0.357872107452564,0,0,0
S000001515,YKL032C,10,0.115833364304068,0,0,1
S000001516,YKL033W,4,0.393208329306328,0,0,0
S000001517,YKL034W,2,0.64,0,0,0
S000001518,YKL035W,16,0.111385455340623,0,2,3
S000001519,YKL036C,39,0.246012457989646,1,2,1
S000001520,YKL037W,7,0.230118798913993,0,0,0
S000001521,YKL038W,3,0.54574956266191,0,0,0
S000001522,YKL039W,29,0.134229352634272,2,0,2
S000001523,YKL040C,32,0.216357765027429,1,1,4
S000001524,YKL041W,2,0.64,0,0,0
S000001525,YKL042W,19,0.37772008039925,2,0,2
S000001526,YKL043W,6,0.336665373668357,0,1,0
S000001527,YKL044W,15,0.0484964025148606,1,0,0
S000001528,YKL045W,19,0.212627210173804,4,0,2
S000001529,YKL046C,23,0.179366945553922,1,0,1
S000001530,YKL047W,6,0.350530047905932,0,0,0
S000001531,YKL048C,13,0.297116644472954,1,0,0
S000001532,YKL049C,15,0.245552602887774,0,0,1
S000001533,YKL050C,11,0.270546521264615,0,0,0
S000001534,YKL051W,47,0.0549442377023112,0,0,1
S000001535,YKL052C,2,0.64,0,0,0
S000001536,YKL053W,41,0.0858992490032153,2,0,2
S000001537,YKL054C,27,0.215913643507488,1,2,5
S000001538,YKL055C,39,0.0582092230159892,1,1,3
S000001539,YKL056C,6,0.391848418985559,0,0,1
S000001540,YKL057C,8,0.552556700473754,1,0,0
S000001541,YKL058W,8,0.0791990573408176,0,0,0
S000001542,YKL059C,21,0.205513600349357,3,0,1
S000001543,YKL060C,4,0.162224424095689,0,0,0
S000001544,YKL061W,3,0.365140575546404,0,0,0
S000001545,YKL062W,19,0.216096859187914,1,1,2
S000001546,YKL063C,4,0.352101466446972,0,0,0
S000001547,YKL064W,4,0.245294199928429,0,0,0
S000001548,YKL065C,15,0.103704603068646,0,0,0
S000001549,YKL066W,4,0.134827983958173,0,0,0
S000001550,YKL067W,6,0.139753730123915,0,0,0
S000001551,YKL068W,513,0.0550190885016191,1,0,0
S000001552,YKL069W,11,0.147294104459896,0,2,0
S000001553,YKL070W,8,0.476335988451049,0,1,1
S000001554,YKL071W,51,0.302319921418057,2,0,1
S000001555,YKL072W,4,0.412669372564126,0,0,0
S000001556,YKL073W,26,0.24862938347689,2,0,0
S000001557,YKL074C,3,0.405028642877119,0,0,0
S000001558,YKL075C,4,0.747840464907156,0,0,1
S000001559,YKL076C,31,0.233974393499826,1,0,2
S000001560,YKL077W,5,0.63468064695941,1,1,0
S000001561,YKL078W,44,0.309764395099246,3,2,3
S000001562,YKL079W,9,0.379534068424079,0,1,1
S000001563,YKL080W,10,0.2227955496558,0,0,0
S000001564,YKL081W,18,0.431516226926378,2,0,0
S000001565,YKL082C,6,0.471561344720225,0,0,0
S000001566,YKL083W,34,0.140168568651327,2,1,0
S000001567,YKL084W,3,0.717360172023242,0,0,0
S000001568,YKL085W,45,0.217662284736723,2,0,2
S000001569,YKL086W,12,0.192917562223614,0,0,1
S000001570,YKL087C,5,0.260805712017471,0,0,0
S000001571,YKL088W,3,0.325274300925651,0,0,0
S000001572,YKL089W,2,0.64,0,0,0
S000001573,YKL090W,4,0.13408988913789,0,0,0
S000001574,YKL091C,7,0.320303638596182,0,0,0
S000001575,YKL092C,6,0.0316579590835342,0,0,0
S000001576,YKL093W,4,0.907423222471224,1,0,0
S000001577,YKL094W,14,0.255332913004964,0,0,1
S000001578,YKL095W,3,0.347134174396033,0,0,0
S000001579,YKL096W,21,0.213669627194553,0,0,2
S000001580,YKL097C,10,0.143037317546132,0,0,0
S000001581,YKL098W,3,0.365140575546404,0,0,0
S000001582,YKL099C,7,0.615585330045074,0,1,1
S000001583,YKL100C,2,0.64,0,0,0
S000001584,YKL101W,43,0.198072727293797,2,2,6
S000001585,YKL102C,7,0.173784332014395,0,0,0
S000001586,YKL103C,2,0.64,0,0,0
S000001587,YKL104C,13,0.248007444436655,0,0,0
S000001588,YKL105C,4,0.684477960028519,0,0,0
S000001589,YKL106W,29,0.210258040736664,5,0,0
S000001590,YKL107W,6,0.510028253227928,0,0,2
S000001591,YKL108W,5,0.3857797585016,0,0,0
S000001592,YKL109W,23,0.104267297579,2,1,2
S000001593,YKL110C,30,0.13664128193489,0,1,3
S000001594,YKL111C,14,0.598861930828464,2,0,1
S000001595,YKL112W,2,0.64,0,0,0
S000001596,YKL113C,12,0.441341705809661,0,0,1
S000001597,YKL114C,60,0.117425118002454,1,1,2
S000001598,YKL115C,8,0.372095674468885,0,0,0
S000001599,YKL116C,2,0.64,0,0,0
S000001600,YKL117W,3,0.347134174396033,0,0,0
S000001601,YKL118W,9,0.380701300061,0,0,0
S000001602,YKL119C,3,0.629062079429287,0,0,0
S000001603,YKL120W,4,0.282776181232263,0,0,0
S000001604,YKL121W,12,0.196004646792493,0,0,2
S000001605,YKL122C,7,0.45177781769606,0,0,1
S000001606,YKL123W,3,0.865015101186174,0,0,1
S000001607,YKL124W,7,0.178419547975513,0,0,0
S000001608,YKL125W,5,0.206767351343776,0,0,0
S000001609,YKL126W,15,0.163038140296879,0,0,5
S000001610,YKL127W,6,0.279659627342648,0,0,0
S000001611,YKL128C,16,0.235054069802442,1,0,0
S000001612,YKL129C,12,0.462907253661982,2,0,3
S000001613,YKL130C,4,0.702570546564801,0,0,1
S000001614,YKL131W,29,0.254494990827449,2,3,2
S000001615,YKL132C,2,0.64,0,0,0
S000001616,YKL133C,12,0.735384017321632,1,1,2
S000001617,YKL134C,47,0.163836962167259,3,0,2
S000001618,YKL135C,5,0.343007636125758,0,0,0
S000001619,YKL136W,12,0.298677985716927,0,0,1
S000001620,YKL137W,2,0.64,0,0,0
S000001621,YKL138C,33,0.0662662881514689,2,1,3
S000001622,YKL139W,44,0.18666696987858,3,0,3
S000001623,YKL140W,13,0.230673117413872,1,0,0
S000001624,YKL141W,55,0.0191055201539048,1,0,3
S000001625,YKL142W,4,0.469022298029308,0,0,0
S000001626,YKL143W,21,0.193418044542684,2,2,3
S000001627,YKL144C,9,0.351297981861281,0,0,1
S000001628,YKL145W,5,0.349391656426196,0,0,1
S000001629,YKL146W,5,0.140450968537545,0,0,1
S000001630,YKL147C,41,0.0584900161611978,2,0,1
S000001631,YKL148C,43,0.104641281443751,3,0,3
S000001632,YKL149C,22,0.168814481998283,1,1,2
S000001633,YKL150W,42,0.290151300369195,2,1,1
S000001634,YKL151C,4,0.293807795761404,0,0,0
S000001635,YKL152C,13,0.151468225819006,1,1,1
S000001636,YKL153W,2,0.64,0,0,0
S000001637,YKL154W,61,0.0761543079745462,0,0,2
S000001638,YKL155C,28,0.359597069518656,2,0,3
S000001639,YKL156W,6,0.20952267395792,0,0,0
S000001640,YKL157W,78,0.260823788252806,3,1,2
S000001642,YKL159C,7,0.520901783705804,0,0,0
S000001643,YKL160W,20,0.422839398004952,3,0,6
S000001644,YKL161C,4,0.284721954223019,0,0,0
S000001645,YKL162C,17,0.111523991766843,2,2,2
S000001646,YKL163W,24,0.149249439659775,0,0,3
S000001647,YKL164C,24,0.159512766215239,0,0,3
S000001648,YKL165C,26,0.0773224403054931,1,1,1
S000001649,YKL166C,4,0.151656013831156,0,0,0
S000001650,YKL167C,26,0.0941301021105925,1,0,3
S000001651,YKL168C,5,0.425372260122926,0,0,0
S000001652,YKL169C,9,0.0651277574164967,0,0,0
S000001653,YKL170W,12,0.506345711010898,0,0,2
S000001654,YKL171W,33,0.090778148044707,3,1,0
S000001655,YKL172W,9,0.286487690858963,0,0,3
S000001656,YKL173W,2,0.64,0,0,0
S000001657,YKL174C,3,0.315169652691356,0,0,0
S000001658,YKL175W,2,0.64,0,0,0
S000001659,YKL176C,16,0.191031326903842,1,0,1
S000001660,YKL177W,8,0.0383462476067176,0,1,0
S000001661,YKL178C,50,0.0697208539015902,0,2,2
S000001662,YKL179C,2,0.64,0,0,0
S000001663,YKL180W,31,0.104942026933045,4,0,2
S000001664,YKL181W,14,0.254088619359019,1,1,2
S000001665,YKL182W,2,0.64,0,0,0
S000001666,YKL183W,18,0.180978775962989,1,0,5
S000001667,YKL184W,19,0.22264667118427,0,0,0
S000001668,YKL185W,18,0.192715089116438,0,1,1
S000001669,YKL186C,12,0.123286009674697,0,0,0
S000001670,YKL187C,4,0.983580886113725,1,0,0
S000001671,YKL188C,42,0.141646601442862,2,1,1
S000001672,YKL189W,9,0.469842699536078,0,0,3
S000001673,YKL190W,10,0.354845184186695,0,0,1
S000001674,YKL191W,2,0.64,0,0,0
S000001675,YKL192C,43,0.373627616805671,5,0,0
S000001676,YKL193C,2,0.64,0,0,0
S000001677,YKL194C,47,0.235522522488433,4,1,3
S000001678,YKL195W,45,0.30178638730087,8,1,0
S000001679,YKL196C,14,0.22001394909326,2,0,0
S000001680,YKL197C,10,0.204979286097716,1,0,2
S000001681,YKL198C,47,0.259210095980571,0,2,4
S000001682,YKL199C,11,0.122370243221971,0,0,0
S000001683,YKL200C,10,0.56166199908342,1,0,2
S000001684,YKL201C,56,0.395513028236649,6,2,2
S000001685,YKL202W,8,0.587606221692995,0,0,1
S000001686,YKL203C,22,0.190684873773206,2,0,2
S000001687,YKL204W,2,0.64,0,0,0
S000001688,YKL205W,3,0.586324007235966,0,0,0
S000001689,YKL206C,20,0.159956123518289,0,0,0
S000001690,YKL207W,4,0.305829939277158,0,0,0
S000001691,YKL208W,10,0.204126492402046,0,1,0
S000001692,YKL209C,23,0.0977692985471761,2,2,2
S000001693,YKL210W,13,0.13560718743766,0,0,0
S000001694,YKL211C,18,0.285460945515717,0,2,1
S000001695,YKL212W,12,0.205675424044372,0,0,0
S000001696,YKL213C,13,0.211124632876867,0,1,1
S000001697,YKL214C,2,0.64,0,0,0
S000001698,YKL215C,11,0.282622805991988,1,0,1
S000001699,YKL216W,15,0.255676296186299,0,0,1
S000001700,YKL217W,7,0.345137016303968,0,0,0
S000001701,YKL218C,8,0.174566682712411,0,0,0
S000001702,YKL219W,29,0.189456254301155,3,1,1
S000001703,YKL220C,49,0.0399964136416152,2,1,2
S000001704,YKL221W,3,0.347134174396033,0,0,0
S000001705,YKL222C,5,0.496818529935518,0,0,1
S000001706,YKL223W,2,0.64,0,0,0
S000001707,YKL224C,31,0.0788205005117278,0,0,1
S000001708,YKL225W,51,0.0438645408336353,2,3,1
S000001709,YKR001C,2,0.64,0,0,0
S000001710,YKR002W,22,0.153512838289493,0,0,1
S000001711,YKR003W,11,0.185097307468914,0,0,2
S000001712,YKR004C,10,0.385512256026174,1,0,0
S000001713,YKR005C,3,0.586324007235966,0,0,0
S000001714,YKR006C,38,0.122072839525437,3,1,3
S000001715,YKR007W,14,0.20257104759682,1,1,0
S000001716,YKR008W,11,0.167987803191779,1,0,3
S000001717,YKR009C,9,0.17885485863627,0,0,1
S000001718,YKR010C,18,0.267450617090956,1,0,1
S000001719,YKR011C,5,0.67553708355997,0,0,1
S000001720,YKR012C,36,0.202871091791568,2,0,0
S000001721,YKR013W,44,0.138149745329006,0,2,2
S000001722,YKR014C,11,0.0175384927112707,0,0,1
S000001723,YKR015C,4,0.335220988469852,0,0,0
S000001724,YKR016W,61,0.20163510794871,4,0,3
S000001725,YKR017C,6,0.236942221566155,0,0,0
S000001726,YKR018C,11,0.456985593358005,0,0,2
S000001727,YKR019C,20,0.0844788493667806,2,1,1
S000001728,YKR020W,3,0.405028642877119,0,0,0
S000001729,YKR021W,7,0.217291631143246,0,0,0
S000001730,YKR022C,17,0.0572072600341508,2,0,3
S000001731,YKR023W,8,0.122251489200844,1,0,1
S000001732,YKR024C,3,0.347134174396033,0,0,0
S000001733,YKR025W,4,0.306521350575969,0,0,0
S000001734,YKR026C,3,0.347134174396033,0,0,0
S000001735,YKR027W,42,0.0504397756207071,0,0,6
S000001736,YKR028W,11,0.407273197383522,0,0,1
S000001737,YKR029C,8,0.00390587531678722,0,0,1
S000001738,YKR030W,10,0.245598485928492,0,0,0
S000001739,YKR031C,18,0.0763341707345176,0,1,0
S000001740,YKR032W,26,0.126785584539395,0,1,1
S000001741,YKR033C,2,0.64,0,0,0
S000001742,YKR034W,5,0.273846503767594,0,0,0
S000001743,YKR035C,66,0.0601308135005104,0,0,0
S000001744,YKR036C,5,0.243261457851174,0,0,0
S000001745,YKR037C,3,0.365140575546404,0,0,0
S000001746,YKR038C,14,0.34188643599986,1,0,1
S000001747,YKR039W,8,0.184355607321916,0,0,0
S000001748,YKR040C,26,0.0881364474627146,0,0,0
S000001749,YKR041W,3,0.347134174396033,0,0,0
S000001750,YKR042W,25,0.0924442951770365,0,2,1
S000001751,YKR043C,17,0.09748219588396,2,1,0
S000001752,YKR044W,4,1.03186678547772,1,0,0
S000001753,YKR045C,53,0.135355455012596,2,2,3
S000001754,YKR046C,3,0.347134174396033,0,0,0
S000001755,YKR047W,51,0.0398006655517052,1,2,1
S000001756,YKR048C,3,0.347134174396033,0,0,0
S000001757,YKR049C,20,0.476670759908862,2,0,1
S000001758,YKR050W,33,0.213158415825173,4,2,3
S000001759,YKR051W,2,0.64,0,0,0
S000001760,YKR052C,5,0.235938916265981,0,0,0
S000001761,YKR053C,9,0.432591584044475,0,0,0
S000001762,YKR054C,5,0.545579150354931,0,0,1
S000001763,YKR055W,16,0.18720306609376,1,0,2
S000001764,YKR056W,3,0.323809313667954,0,0,0
S000001765,YKR057W,2,0.64,0,0,0
S000001766,YKR058W,15,0.0336655790836529,0,0,2
S000001767,YKR059W,3,0.347134174396033,0,0,0
S000001768,YKR060W,3,0.586324007235966,0,0,0
S000001769,YKR061W,42,0.177384122899501,0,0,3
S000001770,YKR062W,6,0.127307684869358,1,0,1
S000001771,YKR063C,11,0.0550454652092746,2,0,0
S000001772,YKR064W,4,0.164937116063541,0,0,0
S000001773,YKR065C,45,0.173335147967012,3,0,0
S000001774,YKR066C,78,0.36187961739586,3,1,1
S000001775,YKR067W,7,0.0563717781909268,0,0,0
S000001776,YKR068C,15,0.302336320747644,1,0,1
S000001777,YKR069W,4,1.13466513560061,1,0,0
S000001778,YKR070W,19,0.376234750674822,1,0,3
S000001779,YKR071C,20,0.17986266495133,0,1,1
S000001780,YKR072C,12,0.233316478526336,0,0,1
S000001781,YKR073C,5,0.0129915199717164,0,0,0
S000001782,YKR074W,15,0.124793554764795,1,1,2
S000001783,YKR075C,5,0.414964144734541,0,0,0
S000001784,YKR076W,22,0.367712137306021,2,0,2
S000001785,YKR077W,39,0.267858196657818,2,1,0
S000001786,YKR078W,2,0.64,0,0,0
S000001787,YKR079C,13,0.0877543961302594,0,1,0
S000001788,YKR080W,15,0.205460242506304,1,0,2
S000001789,YKR081C,20,0.404377390253522,4,0,4
S000001790,YKR082W,3,0.347134174396033,0,0,0
S000001791,YKR083C,2,0.64,0,0,0
S000001792,YKR084C,5,0.176470923935644,0,0,0
S000001793,YKR085C,49,0.173722322587257,2,1,2
S000001794,YKR086W,7,0.528411180608622,1,1,0
S000001795,YKR087C,36,0.235250236312578,3,0,3
S000001796,YKR088C,6,0.327674627853756,0,0,0
S000001797,YKR089C,7,0.39310577251906,0,0,1
S000001798,YKR090W,24,0.122190726643789,1,0,3
S000001799,YKR091W,9,0.321183494754428,0,0,1
S000001800,YKR092C,9,0.358902043452974,0,0,3
S000001801,YKR093W,10,0.322845467826542,0,1,0
S000001802,YKR094C,16,0.179873656330616,0,0,2
S000001803,YKR095W,3,0.347134174396033,0,0,0
S000001804,YKR096W,3,0.315169652691356,0,0,0
S000001805,YKR097W,15,0.0997924704925572,0,0,1
S000001806,YKR098C,6,0.341172852929675,0,0,0
S000001807,YKR099W,8,0.393539459397975,0,0,1
S000001808,YKR100C,38,0.0693081804523958,0,0,0
S000001809,YKR101W,12,0.27953804316732,1,0,0
S000001810,YKR102W,27,0.165704487360564,1,0,0
S000001811,YKR103W,11,0.298889664742651,0,0,1
S000001812,YKR104W,5,0.438359461104557,0,0,0
S000001813,YKR105C,2,0.64,0,0,0
S000001814,YKR106W,21,0.200960323470552,1,0,2
S000001817,YAL065C,7,0.32359459413695,0,0,0
S000001821,YAR030C,21,0.118830660774129,4,1,2
S000001826,YFL068W,9,0.0309532087914553,0,0,1
S000001827,YFL067W,2,0.64,0,0,0
S000001828,YFL066C,3,0.405028642877119,0,0,0
S000001829,YFL065C,6,0.779643724575263,1,0,0
S000001830,YFL064C,5,0.428039640431127,0,0,1
S000001831,YFL063W,35,0.220013534249988,1,2,0
S000001832,YFL062W,3,0.865015101186174,0,0,1
S000001833,YFL061W,12,0.449071534764164,2,0,0
S000001834,YFL060C,16,0.0760179955054437,0,0,0
S000001835,YFL059W,3,0.347134174396033,0,0,0
S000001836,YFL058W,4,0.245294199928429,0,0,0
S000001837,YFL057C,13,0.42617954912779,1,1,0
S000001838,YFL056C,3,0.405028642877119,0,0,0
S000001839,YFL055W,9,0.426448969712047,1,0,1
S000001840,YFL054C,4,0.167707518338901,0,0,0
S000001841,YFL053W,9,0.365903339883424,0,1,2
S000001842,YFL052W,9,0.169405476978087,2,0,0
S000001843,YFL051C,26,0.170566495910563,0,1,0
S000001844,YFL050C,9,0.363474856624975,0,0,0
S000001845,YFL049W,4,0.306373726756105,0,0,0
S000001846,YFL048C,27,0.159420139334708,0,0,1
S000001847,YFL047W,6,0.293918437199648,0,0,0
S000001848,YFL046W,24,0.259009570748082,4,1,1
S000001849,YFL045C,5,0.309746287483792,0,0,0
S000001850,YFL044C,19,0.130439528299034,0,0,3
S000001851,YFL043C,3,0.325274300925651,0,0,0
S000001852,YFL042C,3,0.347134174396033,0,0,0
S000001853,YFL041W,35,0.0412000116962627,0,1,2
S000001854,YFL040W,24,0.222905706212507,1,0,5
S000001855,YFL039C,2,0.64,0,0,0
S000001856,YFL038C,4,0.393208329306328,0,0,0
S000001857,YFL037W,3,1.34306311919193,1,0,0
S000001858,YFL036W,33,0.333205090967339,3,0,5
S000001859,YFL034C-B,83,0.21827867600787,1,0,4
S000001860,YFL034W,3,0.347134174396033,0,0,0
S000001861,YFL033C,16,0.320451806070404,1,0,1
S000001862,YFL032W,47,0.381751448682613,5,0,3
S000001863,YFL031W,2,0.64,0,0,0
S000001864,YFL030W,6,0.621650464758981,0,0,1
S000001865,YFL029C,4,0.619404398268998,0,0,1
S000001866,YFL028C,8,0.262782264166793,0,0,0
S000001867,YFL027C,15,0.262889186521414,1,2,0
S000001868,YFL026W,3,0.347134174396033,0,0,0
S000001869,YFL025C,32,0.42940600621141,4,0,1
S000001870,YFL024C,9,0.339271731386276,0,0,0
S000001871,YFL023W,2,0.64,0,0,0
S000001872,YFL022C,3,0.347134174396033,0,0,0
S000001873,YFL021W,25,0.137550840493576,1,1,0
S000001874,YFL020C,30,0.130289441056458,0,0,1
S000001875,YFL019C,4,0.395881417197422,0,0,0
S000001876,YFL018C,28,0.146538664722398,4,1,2
S000001877,YFL017C,5,0.180907022171938,0,0,0
S000001878,YFL016C,57,0.28284121657583,3,4,0
S000001879,YFL015C,111,0.204390258061984,0,0,0
S000001880,YFL014W,3,0.347134174396033,0,0,0
S000001881,YFL013C,7,0.708073573511193,1,0,1
S000001882,YFL012W,26,0.109250997039497,2,0,2
S000001883,YFL011W,23,0.331488835991488,1,0,2
S000001884,YFL010C,20,0.208781689364482,0,0,2
S000001885,YFL009W,8,0.0528123942578531,0,0,0
S000001886,YFL008W,8,0.487013708180278,1,0,0
S000001887,YFL007W,6,0.185111093970892,0,0,0
S000001888,YFL006W,16,0.325062943949589,1,0,1
S000001889,YFL005W,18,0.230908330861159,1,0,1
S000001890,YFL004W,10,0.2684844334528,0,0,1
S000001891,YFL003C,3,0.347134174396033,0,0,0
